Region,Year,label,poultry_density,max_temp_q1,max_temp_q2,max_temp_q3,max_temp_q4,min_temp_q1,min_temp_q2,min_temp_q3,min_temp_q4,mean_temp_q1,mean_temp_q2,mean_temp_q3,mean_temp_q4,total_rain_q1,total_rain_q2,total_rain_q3,total_rain_q4,Loading,Trade,Pop_total,F_TOTAL,FEMALE_15-64,FEMALE_GE65,FEMALE_LT15,GDP_Annual,M_TOTAL,MALE_GE65,MALE_LT15,MALE_15-64,ndvi_q1,ndvi_q2,ndvi_q3,ndvi_q4,ndwi_q1,ndwi_q2,ndwi_q3,ndwi_q4,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,lai_hv_q1,lai_hv_q2,lai_lv_q1,lai_lv_q2,Anatidae (incognita),Anas platyrhynchos,Pelecanus crispus,Larus ridibundus,Columba livia,Ciconia ciconia,Cygnus olor,Podiceps cristatus,Aythya fuligula,Larus argentatus,Ardea cinerea,Buteo buteo,Aythya ferina,Netta rufina,Tachybaptus ruficollis,Gallinula chloropus,Laridae (incognita),Falco peregrinus,Rallidae (incognita),Pelecanidae (incognita),Struthionidae (incognita),Strigidae (incognita),Phoenicopteridae (incognita),Phasianidae (incognita),Dromaiidae (incognita),Columbidae (incognita),Ciconiidae (incognita),Phalacrocorax carbo,Falconidae (incognita),Fulica atra,Larus marinus,Larus canus,Haliaeetus albicilla,Corvus corax,Cygnus cygnus,Accipiter gentilis,Anas penelope,Streptopelia decaocto,Pica pica,Anser erythropus,Anas crecca,Corvidae (incognita),Tadorna tadorna,Anser albifrons,Anser anser,Accipiter nisus,Accipitridae (incognita),Corvus cornix,Branta canadensis,Ardea alba,Cairina moschata,Numida meleagris,Pavo cristatus,Phasianus colchicus,Cygnus atratus,Passer domesticus,Pelecanus onocrotalus,Pelecanus philippensis,Phalacrocoracidae (incognita),Ardeidae (incognita),Bubulcus ibis,Sturnus vulgaris,Columba palumbus,Turdus philomelos,Falco tinnunculus,Cygnus columbianus,Botaurus stellaris,Anser fabalis,Charadriidae (incognita),Corvus frugilegus,Phalacrocorax pygmaeus,Falco cherrug,Numididae (incognita),Egretta garzetta,Turdus pilaris,Anser brachyrhynchus,Turdus merula,Somateria mollissima,Aythya marila,Circus aeruginosus,Alopochen aegyptiaca,Numenius arquata,Anserinae (unidentified),Gruidae (incognita),Cygnus (incognita),Threskiornithidae (incognita),Galliformes (incognita) (incognita),Hirundinidae (incognita),Psittacidae (incognita),Spheniscidae (incognita),Haematopodidae (incognita),Mergus merganser,Rhea americana,Branta leucopsis,Anas strepera,Branta bernicla,Morus bassanus,Asio flammeus,Bubo bubo,Anas versicolor,Anas bernieri,Aix sponsa,Platalea leucorodia,Dromaius novaehollandiae,Nymphicus hollandicus,Coturnix japonica,Lophura nycthemera,Diopsittaca nobilis,Aratinga auricapillus,Melopsittacus undulatus,Ara ararauna,Colinus virginianus,Serinus canaria,Fringilla coelebs,Larus fuscus,Dendrocygna eytoni,Chenonetta jubata,Calidris canutus,Garrulus glandarius,Tyto alba,Arenaria interpres,Larus michahellis,Rheidae (incognita),Casuariidae (incognita),Passeridae (incognita),Scolopacidae (incognita),Motacillidae (incognita),Perdix perdix,Coturnix coturnix,Milvus milvus,Corvus monedula,Buteo lagopus,Rallus aquaticus,Scolopax rusticola,Anas acuta,Strix uralensis,Aquila chrysaetos,Meleagris gallopavo,Branta sandvicensis,Grus grus,Chroicocephalus ridibundus,Pelecanus rufescens,Columba guinea,Phoenicopterus ruber,Aquila audax,Parabuteo unicinctus,Athene noctua,Balearica regulorum,Chroicocephalus cirrocephalus,Circus pygargus,Calidris pusilla,Calidris fuscicollis,Ardea herodias,Larus ichthyaetus,Spatula querquedula,Anas querquedula,Aix galericulata,Nycticorax nycticorax,Aythya nyroca,Eudocimus ruber,Corvus corone,Bucephala clangula,Haematopus ostralegus,Strix aluco,Alca torda,Uria aalge,Alcidae (incognita),Cepphus grylle,Fratercula arctica,Vanellus vanellus,Sterna hirundo,Thalasseus sandvicensis,Cygnus bewickii,Stercorarius skua,Pyrrhula pyrrhula
DEG0J,2021,1,39890,5.298571361,15.83322548,24.9808329,20.42816643,-3.373214306,0.540806455,11.8359675,2.267666649,1.205128654,7.177593091,18.03931855,9.826607264,134.8000011,135.6000028,320.5000041,125.450003,4373,4913,82816,41677,24078,12293,5228,2052.32,41262,9734,5468,25652,0.452,0.728,0.73,0.637,0.2025,0.158611111,0.248333333,0.114444444,12.71649747,7.308671151,28.57470345,623.1202308,25.724998,0.147580676,25.57741732,19.10924229,8.334317797,20.64799194,6.000897577,716.350011,151.150002,24.6000002,67.1424528,321.2000055,102.5000007,320.5000041,134.8000011,1.573445633,2.1022746,2.6828003,3.0465698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEG0P,2021,1,39890,4.767678479,14.99435455,24.33733317,20.09783275,-4.300356991,-0.431612894,11.14999973,1.958333304,0.79958141,6.479745446,17.12174157,9.125573333,154.4000016,156.3000011,284.7500019,96.80000064,5857,5704,799033,58873,34324,17347,7274,3384.13,59573,13773,7880,37250,0.46,0.705,0.7,0.622,0.17,0.205833333,0.22,0.127222222,11.72603837,6.688755853,27.30535853,612.1829117,24.515,0.018870986,24.49612901,19.46420378,12.18695333,19.46420378,4.897290455,692.2500052,107.3000002,15.3,48.43288001,284.7500019,96.80000064,284.7500019,154.4000016,1.690185533,1.917195667,2.2406006,2.727295,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DK011,2021,1,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,6385,8247,550504,406742,292666,54395,60046,59251.42,389988,41232,62988,287226,0.482,0.737,0.713,0.644,0.193333333,0.222222222,0.219166667,0.153888889,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.2240397,2.3234253,2.2650146,3.0633545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DK013,2021,1,1003,4.046774125,14.31564484,23.6462899,18.43133303,-1.880178537,1.4229032,13.74145147,5.605499967,1.265038362,7.194740042,18.17042617,11.37491912,132.1000031,110.0500017,190.7500053,171.4000034,4164,5104,465887,237640,139291,59570,38718,20908.17,227402,48352,40623,138498,0.312,0.568,0.585,0.488,0.064166667,0.21,0.180833333,0.125833333,12.16043194,5.318302034,21.78994097,645.8388617,24.765,0.357857082,24.40714292,19.42210177,7.025238531,20.51521259,4.540852348,604.3000135,102.4000041,14.9000004,54.03981886,250.3000051,69.1500004,190.7500053,132.1000031,2.721883167,2.909057567,1.927002,2.7036743,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DK013,2021,1,1003,4.046774125,14.31564484,23.6462899,18.43133303,-1.880178537,1.4229032,13.74145147,5.605499967,1.265038362,7.194740042,18.17042617,11.37491912,132.1000031,110.0500017,190.7500053,171.4000034,4164,5104,465887,237640,139291,59570,38718,20908.17,227402,48352,40623,138498,0.312,0.568,0.585,0.488,0.064166667,0.21,0.180833333,0.125833333,12.16043194,5.318302034,21.78994097,645.8388617,24.765,0.357857082,24.40714292,19.42210177,7.025238531,20.51521259,4.540852348,604.3000135,102.4000041,14.9000004,54.03981886,250.3000051,69.1500004,190.7500053,132.1000031,2.721883167,2.909057567,1.927002,2.7036743,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DK013,2021,1,1003,4.046774125,14.31564484,23.6462899,18.43133303,-1.880178537,1.4229032,13.74145147,5.605499967,1.265038362,7.194740042,18.17042617,11.37491912,132.1000031,110.0500017,190.7500053,171.4000034,4164,5104,39660,237640,139291,59570,38718,20908.17,227402,48352,40623,138498,0.312,0.568,0.585,0.488,0.064166667,0.21,0.180833333,0.125833333,12.16043194,5.318302034,21.78994097,645.8388617,24.765,0.357857082,24.40714292,19.42210177,7.025238531,20.51521259,4.540852348,604.3000135,102.4000041,14.9000004,54.03981886,250.3000051,69.1500004,190.7500053,132.1000031,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DK014,2021,1,1003,3.702903177,13.61999974,22.27870952,16.99199968,-0.071428557,1.482903238,14.12774163,5.978999874,1.852945422,6.217935411,17.75491013,11.22097829,167.1000011,94.4000005,121.8000016,179.6000039,1168,1214,39660,20007,11191,6232,2562,1499.21,19608,5549,2797,11215,0.385,0.665,0.658,0.569,0.17,0.251111111,0.223333333,0.182222222,11.86792929,5.212473945,22.30855757,646.1737061,24.949999,1.584642774,23.36535623,6.228587549,13.92717538,20.08912123,5.029805894,562.9000071,76.800003,8.6,45.42580922,217.5000035,61.6000002,121.8000016,167.1000011,-999,-999,-999,-999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DK014,2021,1,1003,3.702903177,13.61999974,22.27870952,16.99199968,-0.071428557,1.482903238,14.12774163,5.978999874,1.852945422,6.217935411,17.75491013,11.22097829,167.1000011,94.4000005,121.8000016,179.6000039,1168,1214,39660,20007,11191,6232,2562,1499.21,19608,5549,2797,11215,0.385,0.665,0.658,0.569,0.17,0.251111111,0.223333333,0.182222222,11.86792929,5.212473945,22.30855757,646.1737061,24.949999,1.584642774,23.36535623,6.228587549,13.92717538,20.08912123,5.029805894,562.9000071,76.800003,8.6,45.42580922,217.5000035,61.6000002,121.8000016,167.1000011,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DK021,2021,1,13695,4.353548326,13.65999966,23.0303221,18.14033312,-1.172500011,1.733387054,14.20532234,5.980999862,1.709708059,7.039578746,18.06908213,11.62140666,117.6000018,111.2000016,187.0000017,160.0500008,6935,7438,252492,127834,78063,28371,21457,9528.76,123884,23354,22558,78395,0.358,0.692,0.61,0.553,0.211666667,0.206388889,0.186666667,0.068333333,12.15455518,5.089222558,21.49100185,632.8626004,24.529999,0.849285582,23.68071342,19.41901312,6.90122915,20.42120757,4.95985378,575.8500059,94.5000014,17.70000057,51.17055269,231.3000018,68.15000057,187.0000017,117.6000018,2.038411467,2.1471626,1.9450277,2.9090576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DK021,2021,1,13695,4.353548326,13.65999966,23.0303221,18.14033312,-1.172500011,1.733387054,14.20532234,5.980999862,1.709708059,7.039578746,18.06908213,11.62140666,117.6000018,111.2000016,187.0000017,160.0500008,6935,7438,252492,127834,78063,28371,21457,9528.76,123884,23354,22558,78395,0.358,0.692,0.61,0.553,0.211666667,0.206388889,0.186666667,0.068333333,12.15455518,5.089222558,21.49100185,632.8626004,24.529999,0.849285582,23.68071342,19.41901312,6.90122915,20.42120757,4.95985378,575.8500059,94.5000014,17.70000057,51.17055269,231.3000018,68.15000057,187.0000017,117.6000018,2.038411467,2.1471626,1.9450277,2.9090576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DK022,2021,1,13695,4.606720283,13.34303729,22.61997287,18.10080517,-0.42955358,2.119274167,14.46641653,6.248222077,2.190182687,7.014345738,17.98276021,11.82239937,110.9583356,123.0500024,183.4750054,156.541672,15697,15296,586348,293174,175043,75675,43008,21479.19,293483,65857,45066,181147,0.353,0.683,0.595,0.544,0.080833333,0.251944444,0.188333333,0.1475,12.15402342,4.803202832,21.76305338,612.3560048,23.539999,1.469553514,22.07044549,16.81170141,6.922895855,20.09762994,5.391480177,574.0250154,89.60000157,18.62500081,46.41430562,213.5916714,73.6916683,183.4750054,110.9583356,2.4123535,2.4508057,2.1402588,3.0130615,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DK022,2021,1,13695,4.606720283,13.34303729,22.61997287,18.10080517,-0.42955358,2.119274167,14.46641653,6.248222077,2.190182687,7.014345738,17.98276021,11.82239937,110.9583356,123.0500024,183.4750054,156.541672,15697,15296,586348,293174,175043,75675,43008,21479.19,293483,65857,45066,181147,0.353,0.683,0.595,0.544,0.080833333,0.251944444,0.188333333,0.1475,12.15402342,4.803202832,21.76305338,612.3560048,23.539999,1.469553514,22.07044549,16.81170141,6.922895855,20.09762994,5.391480177,574.0250154,89.60000157,18.62500081,46.41430562,213.5916714,73.6916683,183.4750054,110.9583356,2.4123535,2.4508057,2.1402588,3.0130615,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DK022,2021,1,13695,4.606720283,13.34303729,22.61997287,18.10080517,-0.42955358,2.119274167,14.46641653,6.248222077,2.190182687,7.014345738,17.98276021,11.82239937,110.9583356,123.0500024,183.4750054,156.541672,15697,15296,586348,293174,175043,75675,43008,21479.19,293483,65857,45066,181147,0.353,0.683,0.595,0.544,0.080833333,0.251944444,0.188333333,0.1475,12.15402342,4.803202832,21.76305338,612.3560048,23.539999,1.469553514,22.07044549,16.81170141,6.922895855,20.09762994,5.391480177,574.0250154,89.60000157,18.62500081,46.41430562,213.5916714,73.6916683,183.4750054,110.9583356,2.4123535,2.4508057,2.1402588,3.0130615,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DK022,2021,1,13695,4.606720283,13.34303729,22.61997287,18.10080517,-0.42955358,2.119274167,14.46641653,6.248222077,2.190182687,7.014345738,17.98276021,11.82239937,110.9583356,123.0500024,183.4750054,156.541672,15697,15296,586348,293174,175043,75675,43008,21479.19,293483,65857,45066,181147,0.353,0.683,0.595,0.544,0.080833333,0.251944444,0.188333333,0.1475,12.15402342,4.803202832,21.76305338,612.3560048,23.539999,1.469553514,22.07044549,16.81170141,6.922895855,20.09762994,5.391480177,574.0250154,89.60000157,18.62500081,46.41430562,213.5916714,73.6916683,183.4750054,110.9583356,2.4123535,2.4508057,2.1402588,3.0130615,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DK022,2021,1,13695,4.606720283,13.34303729,22.61997287,18.10080517,-0.42955358,2.119274167,14.46641653,6.248222077,2.190182687,7.014345738,17.98276021,11.82239937,110.9583356,123.0500024,183.4750054,156.541672,15697,15296,586348,293174,175043,75675,43008,21479.19,293483,65857,45066,181147,0.353,0.683,0.595,0.544,0.080833333,0.251944444,0.188333333,0.1475,12.15402342,4.803202832,21.76305338,612.3560048,23.539999,1.469553514,22.07044549,16.81170141,6.922895855,20.09762994,5.391480177,574.0250154,89.60000157,18.62500081,46.41430562,213.5916714,73.6916683,183.4750054,110.9583356,2.4123535,2.4508057,2.1402588,3.0130615,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DK022,2021,1,13695,4.606720283,13.34303729,22.61997287,18.10080517,-0.42955358,2.119274167,14.46641653,6.248222077,2.190182687,7.014345738,17.98276021,11.82239937,110.9583356,123.0500024,183.4750054,156.541672,15697,15296,586348,293174,175043,75675,43008,21479.19,293483,65857,45066,181147,0.353,0.683,0.595,0.544,0.080833333,0.251944444,0.188333333,0.1475,12.15402342,4.803202832,21.76305338,612.3560048,23.539999,1.469553514,22.07044549,16.81170141,6.922895855,20.09762994,5.391480177,574.0250154,89.60000157,18.62500081,46.41430562,213.5916714,73.6916683,183.4750054,110.9583356,2.4123535,2.4508057,2.1402588,3.0130615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DK022,2021,1,13695,4.606720283,13.34303729,22.61997287,18.10080517,-0.42955358,2.119274167,14.46641653,6.248222077,2.190182687,7.014345738,17.98276021,11.82239937,110.9583356,123.0500024,183.4750054,156.541672,15697,15296,586348,293174,175043,75675,43008,21479.19,293483,65857,45066,181147,0.353,0.683,0.595,0.544,0.080833333,0.251944444,0.188333333,0.1475,12.15402342,4.803202832,21.76305338,612.3560048,23.539999,1.469553514,22.07044549,16.81170141,6.922895855,20.09762994,5.391480177,574.0250154,89.60000157,18.62500081,46.41430562,213.5916714,73.6916683,183.4750054,110.9583356,2.4123535,2.4508057,2.1402588,3.0130615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
